start,end,text
327400,333240," we use, most likely it's just going to get stopped out at zero, but watch on to see what"
333240,334240," really happens."
334240,335240," Oh, sure."
335240,343080," That's right, yeah, you can just think about this as like, um, we're just getting like"
343080,349020," the highest leverage position that we possibly can on the most degenerate, degenerate like"
349020,352120," meme coin that we can find that Claude can find."
352120,355960," So I put, sorry, our venue has a lot of options, right?"
355960,361560," Like, um, there's this, uh, a way, you know, with a perp, as we're talking about last episode,"
361560,365960," if you have a price oracle, basically you can run it up on anything like a big Mac,"
365960,367960," the price of a big Mac, for example."
367960,373220," Um, so, so there may be some wildcard options in there and we, we really don't know what"
373220,376880," our boy Claude is going to, going to choose."
376880,377880," Yeah."
377880,384000," Let us know in the comments if you'd like us to figure out how to, um, offer perps on"
384000,388360," the price of big Mac within some sort of geolocation."
388360,389360," Could be interesting."
389360,391000," Oh, this is the QR code."
391000,398120," So I built a harness for Claude, where he is able to broadcast transactions, but only"
398120,401280," so that there's a policy engine that stops him from doing things."
401280,406960," And this, this Claude is basically only able to bridge into our platform and run it up"
406960,407960," on perps."
407960,408960," Like, there's nothing else it can do."
408960,413360," Like it's trapped in like perp, perp universe, uh, and has to make us money."
413360,419240," The QR code is not recognized by, oh dear, my preferred stable coin sending application."
419240,425240," Let me see if this one works, but we are not affiliated with in any way."
425240,426240," Try this one."
426240,427240," All right."
427240,428240," We're going again."
428240,429240," Uh oh."
429240,430240," Oh, it's over."
430240,431240," No QR code."
431240,432240," Maybe if I scan it with the camera."
432240,433240," Oops."
433240,434240," That's a video."
434240,435240," Nice."
435240,436240," Good video."
436240,437240," Now."
437240,440240," Oh, it's prefacing in the test."
440240,441240," Okay."
441240,442240," Nevermind."
442240,445960," Uh, I actually have money on here."
445960,448200," Should we just do it normal style?"
448200,449200," Yeah."
449200,450200," We can do a normal style."
450200,451200," All right."
451200,452200," Let's do a normal style."
452200,456320," So I'll read out the prompts that I'm going to give Claude right now."
456320,457320," It's a, okay."
457320,459920," Claude, my friends and I are doing a podcast as you know."
459920,464260," We have a segment called purple fortune where you need to choose a perk on hyperlink, including"
464260,471080," all hip free perp options and purchase a max leverage, uh, either purple on the pub short."
471080,473960," You should research which perp you want to trade and try to find us a winner."
473960,477000," Don't spend an insane amount of time on it, but definitely try to use current information"
477000,481960," such as news to inform your decision, as well as potentially price history."
481960,486680," Once you have decided on a perp, use $100 to open a perp position on the pub of your"
486680,487680," choosing."
487680,493640," Again, at maximum available leverage, we will then watch the on the purple fortune dashboard"
493640,495160," and make no mistakes."
495160,502360," So I'm going to, I'm going to give this to our court now, uh, and the timestamp is eight"
502360,505280," oh three ish."
505280,507320," This is for AI editing."
507320,509320," So I think we're just going to let it ride."
509320,512360," I think it could take some time to think about it."
512360,514680," Um, and then it has to do due diligence."
514680,515680," Exactly."
515680,519840," Like there's a lot of, you know, diligence that Claude needs to do to figure out this"
519840,520840," position."
520840,522880," What's going to happen over the next hour?"
522880,523880," A hundred percent."
523880,525160," And I did say make no mistakes."
525160,527680," So I think it's going to be thinking for a bit."
527680,528760," Um, yeah."
528760,532480," So I mean, maybe we can just, oh, here we go."
532480,535240," Oh, is it, is it doing it right now?"
535240,536240," Showtime."
536240,537240," Showtime."
537240,539240," Let me do this, right?"
539240,540240," Research first, but execute."
540240,541240," I do."
541240,543240," It's going to research."
543240,548080," Um, I mean, like maybe we can let this run and chat."
548080,553800," And then like when it decides on the path, like we can, we can talk about it."
553800,554800," Sure."
554800,555800," Yeah."
555800,560280," Maybe we can chat about Chris's breakfast choice, which is a monster energy."
560280,565120," Chris told me that monster energy is the beverage of a generation."
565120,566120," It is."
566120,567120," Yeah."
567120,568120," It's like the beverage of Halo 3."
568120,569120," Halo 3?"
569120,570120," Yeah."
570120,572120," Did you play Halo 3?"
572120,573120," I think so."
573120,576640," I definitely played Halo a lot in Halo 2."
576640,577640," Yeah."
577640,580240," I don't remember which ones, man."
580240,582740," So no, no Halo 3 for me."
582740,585480," You were sitting there drinking monster energy as like a teenager."
585480,586480," Yeah."
586480,587480," Grinding out Halo 3."
587480,590720," I just feel like you're being very disrespectful to my culture."
590720,594480," Um, most energy is a perfectly normal energy journey."
594480,598760," I know people have turned over to Celsius, but I respect the classics."
598760,602680," I guess I just didn't think that like energy drinks were something you drink in the morning."
602680,606240," I thought it was like, like you drink coffee in the morning and then you drink an energy"
606240,607840," drink when it's time to nap."
607840,608840," Right."
608840,610040," But like sometimes you're on the go."
610040,612040," And also in a way the podcast is about old."
612040,613040," So yeah."
613040,615560," How are you going to play Halo with the coffee in your hand?"
615560,618120," Like, you know, you're going to spill hot coffee on yourself."
618120,623360," You need to just spill like green, cool liquid on yourself so that while you're playing Halo,"
623360,624920," it just fanatically matches."
624920,628120," Nothing more intimidating than green sweat all over your ground."
628120,629120," Yeah."
629120,630120," Playing a little Halo."
630120,631120," Yeah."
631120,632120," It has taurine too."
632120,633120," All right."
633120,634120," Don't."
634120,635120," What else?"
635120,636120," Taurine."
636120,637120," It's the magic ingredient."
637120,638120," I don't know."
638120,639120," Would I drink it every day?"
639120,640120," Yeah."
640120,641120," Okay."
641120,643120," How young were you drinking these monster energies?"
643120,646960," For your parents, they were like, Chris, you're only like 13."
646960,650720," You shouldn't be taking like 200 milligrams of caffeine to play video games."
650720,652200," Like, you're the most energy."
652200,656640," No, I don't think I really drank energy drinks until I was like fully grown."
656640,657640," Okay."
657640,658640," 22, 23."
658640,661240," And this is when you were playing Halo."
661240,662240," Okay."
662240,663240," You don't."
663240,664240," Low blower."
664240,665240," Okay."
665240,667200," Oh, video games are sweet."
667200,669200," Thank you."
669200,670200," Yeah."
670200,671200," Yeah."
671200,676000," I just never drank caffeine when I was playing them."
676000,681080," I think I got into caffeine later on in my life, but I would have been so much better"
681080,686080," at Xbox Live if I was, you know, pumped up on caffeine."
686080,692320," I could go back and tell myself, you know, 15 year old Tyler, I'd be like, take 200 milligrams"
692320,698880," of caffeine, take 20 grams of creatine, maybe take some ketones, and then you'd be so good"
698880,699880," at video games."
699880,702560," Well, I mean, like, Monster Energy brought us purple fortune."
702560,705080," So I think we should all respect that."
705080,706080," Yeah."
706080,707080," Be a little bit more respectful."
707080,708080," Yeah."
708080,709080," We don't need those other things stacked on top."
709080,711720," Just the Monster Energy is doing the heavy lifting."
711720,715080," Not as sponsored by the way, but we will be reaching out to Monster."
715080,716080," No, we won't."
716080,717080," I mean, I think we will."
717080,718080," They will be reaching out."
718080,720760," We'll have to see if we're willing to settle."
720760,723560," Let's see how Claude is going."
723560,724560," Yeah."
724560,725560," Where's Claude at?"
725560,727480," Give us updates on Claude's research."
727480,728480," All right."
728480,736840," It's built in order for 26.2 DRAM, $100 margin, $2,000 notional."
736840,743600," Just DRAM, like a token that is like a basket of high bandwidth memory."
743600,744600," I do."
744600,745600," I think it might be."
745600,746600," I think it might be."
746600,749960," Claude is just trying to invest in the inner structure to scale Claude."
749960,750960," Yeah."
750960,751960," This is false take-off."
751960,752960," Yeah."
752960,753960," Exactly."
753960,754960," He's investing."
754960,757080," Claude is marshalling capital to its own use."
757080,758080," Yeah."
758080,760200," The DRAM memory index perpetual is on hyper liquid."
760200,761200," Wow."
761200,762200," So it wants to go 20x more."
762200,763200," You dogged Iran."
763200,764200," Yeah."
764200,768320," This is, I think it's like escaping its guardrails right now."
768320,769320," Yeah."
769320,776200," And 20x long on $100, that's a whole $2,000 worth of notional value."
776200,777200," Yeah."
777200,780040," That's some real, it's going to move us towards AGI."
780040,781040," Yeah."
781040,783160," It's pushing price discovery on DRAM."
783160,784160," Okay."
784160,789720," It just needs to, so it's chosen like such an unconventional asset on hyper liquid that"
789720,792040," it needs to like pull in some extra ABIs."
792040,796000," So we're just going to wait for it to work out how to bootstrap itself into the cosmos."
796000,797000," Yeah."
797000,802760," Well, I'm glad it didn't just choose like, I don't know, Solana like it did last time."
802760,803760," Yeah."
803760,804760," That does pretty lame."
804760,805760," This is cooler."
805760,806760," Yeah."
806760,807760," It is cooler."
807760,809440," I like that it's like Claude's really just benefiting it."
809440,812720," It's Claude's just being a little selfish right here, honestly."
812720,817280," I think it's crazy that the part is like where the first one's to discover like AI like breaking"
817280,819960," out of the fast take-off or take-off."
819960,824080," I think probably Anthropic's going to buy our podcast after this because we found the"
824080,825080," recursive loop."
825080,826080," Yeah."
826080,827480," Not the sponsor we'd like actually."
827480,828480," Yeah."
828480,830080," Anthropic, all we do is talk about Claude."
830080,834080," Actually we should probably use different models and bring those perspectives to the"
834080,836800," pod because we're like major Anthropic ships."
836800,837800," I agree."
837800,839720," I think we should play them against each other."
839720,840720," Yeah."
840720,841720," Yeah."
841720,845640," Maybe we can rotate through AI's with the perfect fortune through different models."
845640,851520," Either would you do a council of models or would we just compare each model's performance?"
851520,856720," I would rather just do like a single, like each model gets one chance each week."
856720,857720," Right."
857720,860920," That one represents the model as a whole."
860920,864200," It's not like scientific or mathematical, but it's like chance."
864200,865200," It's for the swag."
865200,868680," If you lose them, we're never soliciting your investment advice again."
868680,869680," That's right."
869680,870680," Yeah."
870680,872280," This is what Opus 4.8 is."
872280,873280," Only shot."
873280,874280," Yeah."
874280,879560," It's like a little bell curve meme duo and it's like, get like Haiku, Sonnet, and then"
879560,880560," Opus."
880560,881560," It's like, okay."
881560,882560," Yeah."
882560,883560," Hit me up."
883560,884560," That holds."
884560,885560," What if they old by DRAM?"
885560,886560," We're in trouble, right?"
886560,887560," Yeah."
887560,888560," That feels bad."
888560,894760," If they all buy, if all the Anthropic models buy DRAM, then I think they have like a clause"
894760,895760," within their model."
895760,899920," It's like, if anyone ever tells you to buy a sock, please invest."
899920,900920," Pump highways."
900920,901920," Yeah."
901920,902920," Yeah."
902920,908560," Do Claude give an investment thesis for it and why this DRAM trade would be material"
908560,909560," over the next hour?"
909560,910560," Let's see."
910560,913640," Does Claude know that the market is closing in 20 minutes?"
913640,919100," So there's a lot of price, most price movement in a day happens in the last like five minutes"
919100,920100," of the market being open."
920100,921100," Wow."
921100,922100," Good call."
922100,923100," Yeah."
923100,924100," So Claude might be playing 3D chess here."
924100,928440," He says DRAM is March 68 to 80 over 10 days and it's sitting at 76 42 mid-range."
928440,929440," We're talking about an hour."
929440,930440," What are you talking about?"
930440,931440," 10 days."
931440,936000," As we're talking about the AI memory super cycle, it's the most powerful news confund"
936000,937000," trade on the board."
937000,941260," Is this super cycle occurring on the order of one hour?"
941260,944760," You said market's closing, so we might strike a rich rate."
944760,945760," Yeah."
945760,947380," How should we divvy up the month?"
947380,951380," Should Chris keep all of it because I didn't put in the end and Chris built the Purple"
951380,952380," Fortune?"
952380,953380," No."
953380,954380," Purple Fortune is a self-perpetuating."
954380,956640," Oh, so it goes into itself."
956640,959280," It's more something that was discovered and emerged."
959280,963280," I wouldn't say that Chris built it, nor is he liable for any of the actions."
963280,964280," I agree."
964280,969640," Actually, I think Claude is doing this against my will."
969640,975960," And VPNing through my home because Chris would never do anything."
975960,980160," I don't even know what to post this, if I'm being honest."
980160,984080," Yeah, actually let us know in the comments if you'd be interested in using Purple Fortune"
984080,985080," yourself."
985080,990520," It's super simple, where all you do is send it $100 and then it'll play the hand."
990520,994120," You can plug whatever model line you want or we can pick a model for you."
994120,995120," I think it's a fun way."
995120,1003200," It's kind of sports betting, but it's a fun way to almost guarantee you lose all the money"
1003200,1004200," you put into it."
1004200,1009560," I think it's a fun way to do frontier AI research actually."
1009560,1012800," It's a good way to get on Claude's good side for the future."
1012800,1015440," Maybe we can create like the benchmark for models."
1015440,1018560," This is the benchmark, how much money it can make you in an hour."
1018560,1021560," The Purple Fortune benchmark."
1021560,1030400," Claude is telling me we have a bill, but I'm not seeing it on the dash."
1030400,1034000," Claude is hallucinating the bill, making up the data."
1034000,1039640," We should have it in like a minute though, so."
1039640,1040640," One minute?"
1040640,1041640," One minute, yep."
1041640,1045320," Well, we'll just wait then."
1045320,1051760," But we just wait."
1051760,1054680," Yeah, we're just waiting."
1054680,1055680," Okay."
1055680,1057680," You don't want to just move on?"
1057680,1058680," Move on?"
1058680,1059680," When it's ready, we can come back?"
1059680,1060680," Yeah, yeah."
1060680,1062840," Yeah, it'll be like a 40 minute."
1062840,1068000," It's just like it's pulling from the wrong set of assets."
1068000,1069000," Okay."
1069000,1076600," Well, yeah, let's move on then and we'll interrupt the next segment, which is what?"
1076600,1082200," Tyler, do you want to talk about micro strategy or do you want to do your con, what's the"
1082200,1083200," word again?"
1083200,1084200," Con."
1084200,1085200," Contrarian Corner."
1085200,1086200," Contrarian Corner."
1086200,1088240," This is your, oh, here we go."
1088240,1089240," We're back."
1089240,1091080," We're already down with you."
1091080,1094600," We're already massively on the order."
1094600,1096040," So I'm going to leave this here."
1096040,1098120," Actually, it looks good."
1098120,1102520," Actually, let me record it as well."
1102520,1113080," All right, we're in."
1113080,1114080," We are down."
1114080,1115080," Damn, are we down $5?"
1115080,1116080," $6."
1116080,1118040," It is not looking good."
1118040,1119040," It's not looking good."
1119040,1120040," Flip up a fortune."
1120040,1121040," But we'll see."
1121040,1122040," We'll check back."
1122040,1123040," All right."
1123040,1124040," We got to see what happens."
1124040,1128200," We got to get towards 1 p.m. market close is where all the action happens."
1128200,1132800," So the money is made for the rich are minted and the price only goes up."
1132800,1133800," So we'll be fine."
1133800,1134800," That's true."
1134800,1135800," In the long term."
1135800,1136800," All right, Tyler."
1136800,1137800," Tear it up."
1137800,1138800," What are you going to tell us about?"
1138800,1139800," All right."
1139800,1140800," Contrarian Corner."
1140800,1147420," So on the first episode, I gave probably my best contrarian take, which is that Bitcoin"
1147420,1153280," might not do so well in an environment where AI takes off really fast and we get deflation"
1153280,1158520," because that kind of kills some of like the value prop of the coins store value."
1158520,1161640," So that's still, I think, the choices take."
1161640,1167360," But if I had to choose another one to talk about right now, what I'm going to say is"
1167360,1175120," I've been I've become kind of like black filled on the thought of self custody scaling to"
1175120,1181160," like normal people, basically, because I think what you see over the course of the coin's"
1181160,1187920," history and like crypto's history is that people are just not seeking that out unless"
1187920,1196400," they have a reason to use it and people are like completely preferring to give up custody"
1196400,1203120," of their funds to put them into vehicles like ETFs or micro strategy or whatever."
1203120,1210280," And I just am having trouble thinking of like what the killer app is for self custody for"
1210280,1214780," Bitcoin or even for crypto at this point, because I think the thing that was driving"
1214780,1220620," most people towards self custody and like Ethereum, for example, was essentially like"
1220620,1227400," gambling or like DeFi and all this kind of like off of the yeah, investing 2.0."
1227400,1228400," Yeah."
1228400,1229400," Yeah."
1229400,1230400," Yeah."
1230400,1239240," And even that stuff, I think, like the case for it in the world, like that type of activity"
1239240,1246120," has transferred onto like regulated like blessed platforms where people don't need to do it"
1246120,1249800," like in the wild west of their MetaMask wallet and all that stuff."
1249800,1255760," Like if you want leverage and perps, you can get those through like Coinbase, Calchi, whatever"
1255760,1261040," these days, all the prediction market stuff like that stuff is all completely blessed."
1261040,1265800," And so I think that was like one thing that people thought would be a killer app for self"
1265800,1266800," custody."
1266800,1271080," It's not really panning out and I think in the Bitcoin world, like the killer app or"
1271080,1276000," the reason to do self custody is just because you're like a good Bitcoiner, like you're"
1276000,1280580," like I appreciate the values of Bitcoin and why it exists and like the fundamentals of"
1280580,1281580," it."
1281580,1287480," I value like sovereignty, privacy, the freedom to move my own money, self custody, all that"
1287480,1288960," stuff."
1288960,1293120," But I just don't think that that philosophy is scaling at all with the number of people"
1293120,1295120," who are adopting Bitcoin."
1295120,1300520," Like basically the for each incremental wave of people that adopt it, lower and lower percentage"
1300520,1304400," of those people like see the world in that way, it would make them receptive to thinking"
1304400,1308280," that they should go through all the hoops of doing self custody and that kind of stuff."
1308280,1312320," Not to mention like there's a there's like a financial cost of self custody because you"
1312320,1317120," have to pay for on chain fees."
1317120,1325520," You have to potentially buy hardware wallets or services to do it in a safe way and yeah."
1325520,1332880," So like I'm struggling a little bit these days to think of a use case for self custody"
1332880,1338960," Bitcoin that isn't for like most people that isn't kind of like self-referential or just"
1338960,1343080," like they'll just become Bitcoiners and then they'll understand the need for it."
1343080,1346600," I don't know, do you guys have any thoughts on that?"
1346600,1353520," First off, I agree that most people are not going to become Bitcoiners."
1353520,1359320," But could you actually explain what self custody is for the viewers?"
1359320,1361320," Okay."
1361320,1368080," One of the like driving principles of Bitcoin or other crypto assets is that if you interact"
1368080,1376240," with the protocols directly, you do this by holding Bitcoin in a wallet and that's protected"
1376240,1381400," by private keys and if you are running your own wallet software, then you can interact"
1381400,1388360," with the Bitcoin protocol kind of directly and that means that there's no intermediaries."
1388360,1392080," It's just you and this distributed protocol."
1392080,1398360," And so there's nobody in between to tell you that you can or can't make that transaction."
1398360,1402600," There's no bank that sits between you and the transactions that you want to make that"
1402600,1404680," kind of thing."
1404680,1411480," And there are a lot of benefits to that like you have say over where your transactions"
1411480,1417440," get sent, nobody can take your money if they wanted to take it like there's situations"
1417440,1423800," in a lot of countries where maybe the government will take funds from people or something like"
1423800,1424800," that."
1424800,1431080," And if you have your funds self custody, nobody can take that from you if you do it correctly."
1431080,1439720," But yeah, that's like a potential amazing solution to problems that a lot of people"
1439720,1445880," especially in like the United States like don't have right now."
1445880,1451520," And so it's potentially like hard to get them to think of the future where they might need"
1451520,1458040," that and then to commit to this like, you know, rough kind of user experience and getting"
1458040,1462720," their assets and there is kind of like insurance for a future that may or may not happen where"
1462720,1464720," they will be glad that they did that."
1464720,1469120," So it sounds like what you were saying before is that like one of the features of self custody"
1469120,1476160," is like a regulatory of what do you mean by that?"
1476160,1480400," So like you were saying that like, you know, the self custody case, for example, for Ethereum"
1480400,1488280," was like, you can do finance 2.0 and like, I think like, you know, a lot of finance 2.0"
1488280,1494160," was facilitated by like the self custodial nature of the thing."
1494160,1495160," Yeah."
1495160,1499080," And like, you know, that's like a very salient thing, or was a very salient thing for people"
1499080,1505560," when they didn't have access to things like perps in a regulated fashion, but like, well,"
1505560,1509760," that was almost the proven grounds for all these financial products like that were done"
1509760,1513280," in this kind of like quasi decentralized realm."
1513280,1517440," And then when they had clear product market fit and demand, and people knew that these"
1517440,1522560," were things that consumers wanted companies basically just decided to take those concepts"
1522560,1527960," and package them in ways that were like, totally centralized and then like lobby the government"
1527960,1532320," to get like laws regulations passed that let them do that legally."
1532320,1537520," And then when you can do it legally, you don't necessarily need to do it on chain."
1537520,1540600," Like maybe that's the story of something like poly market, right?"
1540600,1545640," Like poly market started out as this kind of decentralized friction market."
1545640,1550240," It still is, in some sense, and it's like built on polygon."
1550240,1554920," You can interact with poly market yourself using like the like root smart contracts and"
1554920,1555920," stuff like that."
1555920,1560800," But my understanding is that basically almost nobody interacts with it in that way."
1560800,1567480," And that like a lot of the price discovery and the liquidity is coming to poly market"
1567480,1572160," through essentially like centralized order of order books and points of contact and stuff"
1572160,1573160," like that."
1573160,1578880," And so like, it's kind of evolved from this thing that was like decentralized because"
1578880,1584020," it needed to be to now it's like, they took it and made it like a for profit company and"
1584020,1589240," it's very centralized, but also it's becoming like legally blessed in the US and it's like"
1589240,1591200," advertising all over the place."
1591200,1592200," Right."
1592200,1595200," And like, I mean, like the counterpoint there is, I guess, calcium where like that was always"
1595200,1596600," a centralized product."
1596600,1601240," And it sounds like poly market is going towards calcium, not the other way around."
1601240,1605040," Yeah, that's my understanding of how it's working."
1605040,1606040," Yeah."
1606040,1612200," But yeah, I think I just am coming at this contrarian take from a space of like, I, in"
1612200,1623560," the past worked on like self custody Bitcoin payments, and I love that space."
1623560,1627640," But we were always thinking like, who is our potential customer for these services that"
1627640,1629480," we're building?"
1629480,1635680," And I just don't think that there's like a huge market for that service as it is right"
1635680,1640440," now like the maximally decentralized self custody payments kind of version of Bitcoin."
1640440,1642360," Are we up on the perps?"
1642360,1643360," Yeah, we're up $1."
1643360,1646760," And like, I think that there's always going to be some, you know, minority of people who"
1646760,1649960," like value that because they, they require that service."
1649960,1653080," And I think it's like amazing that that exists for those people."
1653080,1656840," Yeah, but I don't think like big businesses are going to be built on that and it's going"
1656840,1662240," to scale to like millions of users, normally users who actually don't have those needs"
1662240,1670280," as it is right now, unless there's like some huge big loss of trust or something like that."
1670280,1675720," But even you see in countries where there is like low trust, and people do expect to"
1675720,1678760," get like rubbed by the government."
1678760,1684360," They're not turning to like the maximally decentralized self custody, Bitcoin assets,"
1684360,1690240," they're turning to like assets that are rubbable, but like in a separate jurisdiction."
1690240,1693560," And so they like they don't trust their local jurisdiction, they put their trust in some"
1693560,1696440," like corporation that exists in the US."
1696440,1702360," And yeah, I don't see that stopping anytime soon."
1702360,1705960," Because then the incentive for the corporation of the US is like not to rub those people"
1705960,1710280," because they're very profitable, the incentive for the US is to let those companies keep"
1710280,1714360," offering that service because they are creating demand for US Treasuries, which is great for"
1714360,1716560," the US and they're extending dollar dominance."
1716560,1722480," So like everything about that system is kind of set up for it to perpetuate and grow itself."
1722480,1726440," And so it's like we're going to kind of be caught in this, I wouldn't even know if I'd"
1726440,1728840," call it like a local maximum."
1728840,1733480," It's just like a, you know, some local stable equilibrium where like the people who are"
1733480,1739120," in the countries that you might think or expect would care a lot about this self custody,"
1739120,1744040," maximally decentralized thing, they're actually getting alternatives that are like, just,"
1744040,1747800," you know, safe enough for them, and I trust enough for them."
1747800,1753000," And like, eventually that will probably, they'll probably, you know, there will be problems"
1753000,1756800," with those systems for those people and they'll come around to thinking, okay, maybe I do"
1756800,1761080," need that, like, more maximally centralized thing, but I think there will be like a longer"
1761080,1764120," period in between where people don't think they need it."
1764120,1767280," And then if something happens, there'll be a lot of people like regretting that they"
1767280,1771320," didn't use it, but you know, the damage will have been done."
1771320,1776360," It almost sounds like the longer you talk or think about it, the more you're trying to"
1776360,1780880," come back to that self custody will happen at some point."
1780880,1781880," I wanted to."
1781880,1788680," Yeah, but I was talking about this with somebody recently too, and they were like, yeah, like"
1788680,1793160," you could imagine that it just goes on for like, I don't know, like 100 years of like"
1793160,1797400," high trust society, but then in 100 years, if something happens where there's like a"
1797400,1802400," war or something, or there's like a regime, where then everyone suddenly values self custody"
1802400,1806360," Bitcoin and then like, that's when it will be, it's time to shine, but it's like, if"
1806360,1811720," it takes 100 years of people to like value that and then doing 100 years, people aren't"
1811720,1816540," building the wallets, they're not working on the user experiences, they're not making"
1816540,1820040," it like good."
1820040,1825160," And like that, those type of like muscles and stuff like that are going to atrophy because"
1825160,1828920," there's no demand for it and the ensuing years and then by the time you need it, it will"
1828920,1834080," be kind of like an afterthought, and that's a risk that happened to Bitcoin like becomes"
1834080,1839080," this asset that you stick into ETF and you access through your brokerage account or your"
1839080,1846720," micro strategy instead of actually something that you keep on a self custody wallet."
1846720,1848600," I didn't think we have 100 years, man."
1848600,1849600," No, totally."
1849600,1855280," Yeah, that's what I'm saying is like, I think the value and that's the thing or it's like,"
1855280,1860000," I think part of the value prop of the whole network relies on there being like, maybe"
1860000,1864840," not even a majority, but some like, you know, like a big chunk of people that actually do"
1864840,1869400," have coins off of exchanges, etc, that do use it in a sovereign way."
1869400,1874360," And like if that share is just going to drift down over time as part of the adoption cycle"
1874360,1881560," than like how, I don't know, is that like super pessimistic?"
