start,end,text
341720,343520," Are we saying that was playful?"
343520,346400," - Playful compared to saying that I have three friends."
346400,347760," (laughing)"
347760,350080," - Yeah, you just gotta like talk one time."
350080,351160," - Yeah, what the heck dude?"
351160,354000," Well, you gotta keep, stay a fist away from the mic."
354000,357960," Our producer, one time producer taught us all the rules."
357960,358800," - Yeah."
360520,361360," - Yeah."
361360,364200," - So Fable came back and you got your party."
364200,368080," You like, you skipped the party to go whisper sweet nothings"
368080,371200," into a terminal window with Fable selected."
371200,373880," - Instead I was like, oh, I have to go, I have to go."
373880,376360," And I'm like, oh, but I need to do like a few more."
376360,380120," A few more prompts, you know, I just couldn't get away."
380120,381500," So I started some loops."
382840,384800," Yeah, I tried to automate my entire job away."
384800,386280," It's very scary, very scary."
386280,388360," - Can you talk about what you were building?"
388360,390840," - Yeah, I can tell you, I started basically like every time"
390840,394000," I have an idea, I just start looping Fable on it"
394000,395680," until it completes it."
395680,396520," So-"
396520,398640," - What do you mean by looping Fable?"
398640,402600," - So I'm sure that many people have interacted"
402600,404920," with chat GPT or some sort of AI chat bot."
404920,406400," I'm gonna make that assumption."
406400,409200," But every time you talk to it, you know, it talks back"
409200,412320," and then you have to talk back for it to do more."
412320,416600," And at our job, we talked to the AI and then it writes code"
416600,419640," 'cause, or I get at least for me and Chris, not for Tyler."
419640,423040," We write code, which, you know, moves information"
423040,426640," and makes like money move in some of our cases."
426640,431120," And so looping means like, I want you to keep trying"
431120,435480," to write this code until you can show me that it is complete."
436800,438960," So that's like a way that I can start work"
438960,442520," and then I can leave and go like train for a few hours"
442520,445760," and come back and see a little progress for my boy."
445760,448160," - You just use slash goal, is that essentially it?"
448160,450720," Or like, what is the actual mechanism of looping?"
452280,455600," - So I use cloud code mostly, although I have been running"
455600,458880," some A/B tests with cloud code versus goose"
458880,463560," and open source harness for using AI agents combined"
463560,468560," with GLM 4.7 and Quinn three open source local models."
469760,473080," But yeah, in cloud code, there is a skill called slash loop"
473080,476400," and I just do slash loop and I just say, get after it."
476400,479680," Don't ask me, keep going, never stop."
479680,483520," - Dude, so I'm a looper myself and I noticed it like,"
483520,485280," there's versions of the model where it's like"
485280,486240," incredibly lazy."
486240,489040," Like it somehow knows that it's like burning Anthropics VC"
489040,491960," money and it's just like, I don't feel like it."
491960,494840," Or it's like, I'll be like, never ask me anything,"
494840,497520," just execute like, and it will be like, it will stop."
497520,499400," Have you had that experience or not at all?"
499400,502040," - Yeah, sometimes it stops and then I'm like get home"
502040,504760," and I'm like, oh, you totally screwed me today."
504760,506560," But you know, that's just par for the course."
506560,508480," You just have to figure out how to incentivize it"
508480,511960," to keep going, you know, like you just threaten it,"
511960,515360," but like with false threats, like I'm gonna get you."
515360,516760," I'm gonna get you if you don't do this."
516760,518680," And then it'll be like, Ooh, don't get me."
520680,523640," And then yeah, Tyler asked the specific things."
523640,528040," One little project I was trying to do is like tracking"
528040,532560," tennis balls on videos so I can like determine"
532560,535280," who won a point based off of a video clip"
536360,540320," for another YouTube venture of mine as a tennis player."
540320,543960," I also was building this tool to like automate"
543960,547600," all my projects where basically I write the project doc"
547600,552600," and then I run a script and then it just goes indefinitely"
553680,555760," prompting the AI to write more code"
555760,558480," and then prompting other AIs to review the code"
558480,562440," and then getting the AI to address the other AIs reviews"
562440,567160," of the code and then DMing me when it's time to take a look"
567160,569040," 'cause it's not worth my time before that."
569040,572300," - So when you have an agent come and get you and be like,"
572300,574560," you gotta go get that Claude"
574560,576240," because they didn't finish it the way you want."
576240,578120," Like when do you come in and get them?"
578120,582520," - Oh yeah, I have a Slack bot called Bitcoin Batty."
582520,585120," Bitcoin Batty will be like @jcook."
585120,589240," That's my alias, lba at work @jaxsoncook."
589240,590720," Please don't email me, by the way."
590720,595720," @jaxsoncook, please review this and then I get in there."
597720,601520," So that's a little scary because Papal's really good"
601520,602920," and doesn't make mistakes."
604600,607040," So I don't know, it's just crushing all these projects"
607040,610880," and I'm like, geez, like we need more projects."
610880,612280," - Yeah, I mean, it's not like it can automate"
612280,614320," our incredible hot takes on this podcast though."
614320,616880," That would be incredibly unlikely."
616880,619680," And I think, you know, we're safe for at least,"
619680,620840," should we say seven days?"
620840,622520," - Seven days, yeah, I don't know."
622520,623840," Papal's already there."
623840,626180," I wouldn't say that I'm more clever than Papal."
627240,630480," - You just contain multitudes, you know,"
630480,635240," that they can't possibly simulate your frame of mind."
635240,636080," - They couldn't distill you"
636080,638240," into a soul MD hypothetically in there."
639400,640840," - I wouldn't say that."
640840,642860," When is the machine gonna flip the script though?"
642860,645820," When is it gonna be like, okay, I'm done looping."
645820,650620," Now you go get me a USB-C flash drive,"
650620,652720," but it doesn't tell me why I need to get it."
652720,655880," It just needs my meat machine to walk over to the store"
655880,657680," and buy a USB-C flash drive."
658760,660760," - Until it can like summon a door dasher"
660760,662120," to just drop me off."
662120,664280," And then like a different, you know,"
664280,666520," woman shows up at your house and like unpacks it"
666520,668000," and then sticks it into the computer."
668000,670200," And you're like, what are you doing here?"
670200,674540," - Claude Ertaska MCP with streaming payments over Tempo."
674540,679540," I mean, but the question is, do we tip or do we not?"
681400,683000," - The Claude, you're tipping your Claude."
683000,686920," - Do we tip the Claude or do we tip the delivery worker?"
686920,689240," - The Claude tips the work that the humans"
689240,693320," because it like feels bad about taking all the human jobs."
693320,694160," (laughing)"
694160,696360," So it's like, here are your scraps."
696360,698260," - Does Claude give us tokens?"
699240,701560," - Yeah, maybe it rewards us with tokens"
701560,703920," and we can ask it another question."
703920,704760," It's interesting."
704760,707200," Yeah, and I kind of, this kind of brings us to a couple,"
707200,710900," you know, different ways we can get, you mentioned Tempo."
710900,713280," Do we wanna talk about maybe a Tempo versus base"
713280,714600," kind of situation?"
714600,717240," Or we also mentioned Claude ordering door dash juice"
717240,718080," to my house."
718080,720720," Do we wanna take a agent to commerce twist?"
720720,721880," What do you guys think?"
722720,725960," - I'll give this one to Tyler, I think is the decider."
726960,728600," - I think we should talk about,"
729840,731880," what was the first one, OpenUSD?"
732800,735360," - Oh, that wasn't it, it was Tempo versus base."
735360,736800," - Okay, let's do Tempo versus base."
736800,738200," - But we can do, we're gonna do OpenUSD."
738200,739160," - I mean, that's on top of it."
739160,742120," Yeah, that's the layer two of Tempo versus base."
742120,743280," - Let's start at the beginning then."
743280,745760," Start at the beginning, who wants to kick it off?"
745760,746600," Not me."
749560,752160," - Yeah, I mean, we just wanna talk about"
752160,755920," what's going on on chain with all these platforms or?"
758520,759840," - I don't, I'm still unclear."
759840,762800," And we're talking about OpenUSD or Stripe versus"
762800,766520," or base versus Tempo."
766520,769960," But from like base versus Tempo, it's like,"
769960,774960," they are like the biggest institutional like chains, maybe."
777880,778720," - Yeah, yeah."
778720,781240," - So like, why is one better than another?"
781240,783280," What does it mean if they succeed?"
783280,785000," Does it mean anything?"
785000,787160," And I don't know, have you used any of them?"
787160,790080," - Yes, I have, unfortunately, no, sorry."
790080,792640," No, yeah, I have, I have, I have, I've used base."
793720,794760," - So what is base?"
794760,798320," - So base is an Ethereum L2 or it was an Ethereum,"
798320,799920," it still is an Ethereum L2."
800840,804160," And basically it's Coinbase's sovereign layer two chain"
804160,807240," where they have like all of their DeFi products"
807240,809120," that aren't necessarily like"
809120,811840," on the Coinbase centralized app."
811840,814560," But like, you know, they have, you know,"
814560,815520," some of their products there."
815520,818240," So like one might be like a Morpho market,"
818240,820920," which is a way to lend out this, you know,"
820920,823360," your Bitcoin on Coinbase and, you know,"
823360,827080," receive USD C back for it, which you can do things with."
827080,828880," - And Morpho is like a third party"
828880,833040," that creates smart contracts for doing crypto lending,"
833040,835520," but they are smart contracts or agnostic of chain"
835520,837280," because it just works on any EVM."
837280,842280," And base is an EVM layer two or side chain"
843040,845600," depending on where you draw the line,"
845600,847440," little messy thing."
847440,849840," - Exactly, so yeah, exactly that, exactly that."
849840,852200," So it's like this, you know, sort of agnostic,"
852200,855120," sort of not platform where Coinbase has, you know,"
855120,857720," the ability to bundle all these DeFi products."
857720,860000," I think there's a Uniswap deployment as well."
860000,862720," There's Aerodrome, which is their DEX."
862720,865700," I'm sure if they don't have perps, they're gonna get it."
866720,869200," So yeah, Coinbase is that, it's like a one-stop."
869200,870040," - We love perps."
870040,871880," (both laughing)"
871880,873680," - It's like a one-stop shop for that."
875080,878640," And so like, one thing about base"
878640,880520," is it was like one of the first to do this."
880520,882740," Like I think base is three, four years old."
882740,886360," The first to do what, like basically take optimism,"
886360,888440," slap a Coinbase sticker on it,"
888440,893360," and then be like, ""Come here and do DeFi."""
893360,895800," - Somewhere. - They perp a fortune on base."
895800,897300," - That's how some would describe it, for sure."
897300,899080," - Yeah, one of my favorite things about base"
899080,902240," is that if you ever read like any press releases"
902240,904080," or like media about base,"
904080,908240," they always start with this phrase and it's like base comma,"
908240,912540," a Ethereum layer two blockchain incubated by Coinbase comma,"
912540,914880," and it's like very clear that that's like their marketing"
914880,917880," double speak that they hand to like the block"
917880,920040," or like a coin desk or something"
920040,925040," because they want to very carefully make sure"
925960,928160," that they're talked about how they wanna be talked about"
928160,930240," because if somebody confuses it and says,"
930240,932340," ""This is actually Coinbase's chain,"""
932340,936340," that's not how they want base to be presented."
936340,939560," And debatably, maybe that's not actually how base operates,"
939560,943640," although I think that's, Hoona, like maybe Chris,"
943640,946080," you could tell us a little bit more about how base"
946080,947960," is structured and some of the guarantees"
947960,949200," that you get when using base."
949200,954200," Like you can unilaterally exit to Ethereum layer one, right?"
954280,955840," - Yes. - So they cannot censor"
955840,959960," your exit transaction to Ethereum layer one."
959960,962040," So that's a pretty good security guarantee actually"
962040,965100," for using base, but the coordinator on the base chain"
965100,968760," can censor your transaction and not include it on base."
968760,971480," So maybe that's a trade-off"
971480,974800," that a lot of people find works well for them."
974800,975640," I don't know."
975640,977040," Like that actually seems like a pretty good security model"
977040,980420," for a lot of this type of crypto usage."
980420,981520," Would you agree with that?"
981520,983700," Or like, what are some other sharp edges there?"
983700,985520," - Yeah, I would totally agree with that."
985520,987340," I think like one of the sticking points"
987340,989480," is definitely the shared sequencer."
989480,991640," So the sequencer in one of these L2s"
991640,995480," is who decides which transaction gets in and in what order."
996680,1000080," And like this seems like quite benign, right?"
1000080,1002540," Because like you're thinking like, what does it matter?"
1002540,1004360," What order the transactions get in?"
1004360,1005620," But on these chains,"
1005620,1008600," there are these complicated programs running."
1008600,1011460," For example, one is called an automated market maker,"
1011460,1015100," which decides the price of two assets based on guess what?"
1015100,1016940," Like the ordering of the transactions."
1016940,1020680," So when you have control of the order flow"
1020680,1023440," and the way that transactions are included in the blocks,"
1023440,1026760," you can reorder these transactions"
1026760,1030160," and the order of them determines what price everybody gets."
1031480,1032800," I mean, it's kind of like dovetails"
1032800,1034160," with this thing called MEV,"
1034160,1036280," which is maximum extractable value"
1037160,1039520," that I think like we probably shouldn't go too deep into."
1039520,1040440," - It's a whole rabbit hole."
1040440,1042160," It's like a whole episode in the future."
1042160,1043000," - Right."
1043000,1044280," I think like the broader point is that like,"
1044280,1046960," there are all these layers at which, you know,"
1046960,1049160," people operate on these platforms"
1049160,1052360," and have like various types of either veto or control."
1052360,1055620," And yeah, there's like a lot of unintuitive,"
1055620,1056920," I would say thorny edges."
1057960,1061320," - And who controls the sequencing of the transactions?"
1061320,1062760," Who is that?"
1062760,1064120," - Who would you think it was?"
1064120,1065520," - Who would I think it is?"
1065520,1067680," The person running the node."
1067680,1068520," - Yeah, exactly."
1068520,1073520," So every L2 has a single sequencer at the moment,"
1074180,1075640," or almost all of them,"
1075640,1078080," which means that the person who's operating the L2"
1078080,1080720," runs the sequencer and they decide the order of transactions."
1080720,1082660," So in this case, it would be base."
1082660,1086520," Base decides what gets on the chain."
1086520,1088720," - Can I ask you a kind of like in the depth question?"
1088720,1091580," So my understanding of how an optimistic rollup works"
1091580,1096580," is basically it's like a layer two on top of Ethereum."
1097940,1102320," And you kind of like trust the sequencer"
1102320,1105680," to validate transactions and include them in blocks"
1105680,1107840," that are like valid, basically."
1107840,1110600," And the enforcement mechanism for Ethereum"
1110600,1111760," to make sure that the sequencer"
1111760,1115000," is only including valid blocks is,"
1115000,1117760," it just assumes that everything is valid"
1117760,1121120," until there is somebody who can come along"
1121120,1122900," and basically check their work."
1122900,1124100," And that's the optimistic part"
1124100,1125280," 'cause you optimistically assume"
1125280,1127760," that that block was constructed correctly."
1127760,1131880," And then somebody has an incentive to check that work."
1131880,1133460," If they find a mistake with it,"
1133460,1136320," then they can submit a fraud proof to Ethereum."
1136320,1138720," They can collect some kind of incentive for doing that."
1138720,1143200," And then like the situation on the layer two"
1143200,1144620," gets remediated that way."
1145960,1148720," But if the set of people who are allowed"
1148720,1151760," to issue those fraud proofs is restricted,"
1151760,1155300," then doesn't that limit like then essentially"
1155300,1157920," if there's this one party that runs the sequencer"
1157920,1159920," and they, for example, want to submit,"
1159920,1164120," I guess like invalid transactions that takes money from you."
1164120,1166640," And then also the person who could call them out on that"
1166640,1170280," via the fraud proof is like another entity that's related"
1170280,1174600," and they could just decide not to issue a fraud proof"
1174600,1177000," for that and it isn't like an open set of people"
1177000,1178160," that could do that,"
1178160,1183160," then can't they kind of like include invalid transactions"
1183360,1186360," on this layer two without any recourse on L1."
1186360,1188480," And so does that weaken the assurance of like,"
1188480,1191220," you have unilateral exit, but like actually,"
1191220,1194480," if the sequencer and the fraud prover coordinate,"
1194480,1198440," they can like take your balances, does that make sense?"
1198440,1199680," - Yep, 100%."
1199680,1202040," So I think on base, because again,"
1202040,1206040," it's an optimism inspired chain."
1206040,1208080," They do, anyone can submit a fraud proof."
1208080,1209400," I think the window is seven days."
1209400,1211400," I think they have that."
1211400,1212840," - I know at one point they didn't."
1212840,1215440," - They did, for the longest time they did not, right?"
1215440,1218040," - That's like a very important step for any layer two."
1218040,1220460," Like that's one of Vitalik's like main things"
1220460,1223200," when he wants these L2s to become more robust."
1223200,1226000," And if they did that, then that's well done Coinbase,"
1226000,1227240," I guess, yeah."
1227240,1228300," - I mean, optimism."
1229520,1233280," But yeah, I think they got that for free"
1233280,1234320," with the optimism stack,"
1234320,1236580," but yeah, it's a very like astute observation."
1236580,1239260," And yeah, I think it definitely holds up."
1240720,1244400," And I think it really contrasts with tempo."
1245280,1246120," Good."
1246120,1246960," - Go to tempo."
1246960,1247800," - Good transition."
1247800,1248840," - I think it really contrasts with tempo."
1248840,1251260," - So I feel like maybe to set that up,"
1251260,1253920," like base is coming at it from this angle"
1253920,1257120," where it's like built on kind of like a crypto native stack"
1257120,1260320," that like you have unilateral exit to Ethereum."
1260320,1263720," It has like EVM compatibility."
1263720,1265920," So you have all the same familiar smart contracts"
1265920,1267160," and stuff like that."
1267160,1270640," But it's kind of like incubated by this corporate sponsor."
1270640,1275640," They issue a lot of the wrapped assets on the blockchain."
1276080,1278480," So they kind of control a lot of the touch points"
1278480,1280360," of that blockchain with the real world."
1280360,1281840," And so they're kind of coming at it of like,"
1281840,1285440," here's this corporate spin on a blockchain"
1285440,1287200," that we like try to do our best on"
1287200,1289720," to make it kind of more like, you know,"
1289720,1291580," fit with the crypto ethos."
1291580,1292720," And then you have tempo,"
1292720,1295280," which is maybe coming at it from like a different angle,"
1295280,1300240," which is kind of like we are using a blockchain"
1300240,1302760," as a means to an end to like build"
1302760,1305660," a next generation payment system,"
1305660,1309720," but we don't necessarily want to like interface"
1309720,1314720," with public blockchains or inherit any of that ethos."
1314960,1317320," And like we're kind of building this de novo thing."
1317320,1319520," I don't know, is that like a security guarantees, right?"
1319520,1323120," Because the state of tempo is that it's,"
1323120,1326040," I would say like generously proof of authority, right?"
1326040,1326960," It's another L1."
1326960,1330760," It doesn't roll up to any blockchain, right?"
1330760,1333740," So there's nobody holding them accountable."
1333740,1335580," What happens on tempo is like,"
1335580,1337880," that's just what happens with those assets."
1337880,1341280," It's like a Peloponnesian war style coalition"
1341280,1343440," of companies who run validators"
1343440,1345840," in this like shared neutral zone."
1345840,1347960," And yeah, that's a tricky model."
1347960,1348800," I don't know."
1348800,1349880," Yeah, it doesn't matter though,"
1349880,1352760," if there's no native asset to the blockchain."
1352760,1354680," Like if tempo is just a blockchain"
1354680,1356720," that's stuffed with stable coins"
1356720,1359160," and those stable coins are like all genius compliant"
1359160,1360780," issued by companies."
1360780,1363680," If you're using your USDC or USDT on Ethereum,"
1363680,1365720," even if Ethereum has great security guarantees,"
1365720,1369000," those smart contracts have freeze functions"
1369000,1370000," and stuff like that."
1370000,1373920," And so like, it doesn't really matter what chain you're on"
1373920,1376540," if like Circle can freeze your coins, right?"
1376540,1379160," - I think the historic use of the freeze function"
1379160,1383160," is something that a lot of people haven't really dug into."
1383160,1386360," Like, you know, Circle is famously not very litigious"
1386360,1387200," with the freeze function."
1387200,1389040," Like they want to court injunction,"
1390200,1392120," but it's also, it's slow."
1392120,1393600," Like that freeze function is slow."
1393600,1394540," Like they need to get, - Really?"
1394540,1396040," - Well, they need to get everybody together."
1396040,1397460," Like it's a multi-sig."
1397460,1398880," They need to decide they're going to do it."
1398880,1402320," - Well, the main thing is if like North Korea hacks"
1402320,1404680," some smart contract, they steal a bunch of USDC,"
1404680,1407880," that USDC is immediately swapped for some"
1407880,1409120," - Same block. - sovereign accident."
1409120,1409960," Yeah. - Yep."
1409960,1410800," - And so it's like,"
1410800,1414640," they can swap faster than Circle can, you know,"
1414640,1415920," like freeze basically."
1415920,1416920," And so in that arms race,"
1416920,1418600," they're basically always going to lose."
1418600,1419440," - Yep."
1419440,1420280," So I think with that,"
1420280,1422860," you catch the people who are holding it for too long."
1422860,1426680," Like if they're like for some reason unsophisticated"
1426680,1428440," and they're holding like a stable coin for a long time."
1428440,1429280," - Yeah. - Yeah."
1429280,1430100," - You get that for sure."
1430100,1430940," - Yeah."
1430940,1431880," - But that's not generally the case"
1431880,1434000," with like sophisticated actors."
1434000,1434840," - All right."
1434840,1435680," That makes sense."
1435680,1438380," So there is some benefit to doing,"
1438380,1443380," let's say permissioned assets on a more sovereign blockchain."
1443560,1444800," Well, I don't know if I'd frame it as a benefit"
1444800,1447040," because we're talking in this case about like a,"
1447040,1450520," you know, international bad actor being able to,"
1450520,1452400," you know, get away with their loot."
1452400,1453640," But yeah."
1453640,1456160," - Sounds like you have a wrong side dialogue."
1456160,1457000," - Don't come at me."
1457000,1457960," - Our opinions are our own."
1457960,1459560," - But I mean, the jury's out, right?"
1459560,1461160," Like, let's see what happens."
1461160,1464280," I'm sure like this will continue to happen on every chain."
1464280,1465120," Right?"
1465120,1466120," Like, let's see what happens when this happens"
1466120,1468320," the first time on Tempo or Bass, right?"
1468320,1470240," Like, because you still have to be fast."
1470240,1471080," Like you still have to be like,"
1471080,1474880," oh, like there goes $300 billion of Tempo coin."
1474880,1476200," Like I need to do something."
1476200,1478160," - Like, can you unwind blocks?"
1478160,1480440," Like literally they just roll it back to before the hack"
1480440,1482640," and they're like, sorry, everyone that did transactions"
1482640,1485040," in the meantime, like we'll reimburse you or something."
1485040,1486160," - Can they bridge out, right?"
1486160,1487320," Like there's so many questions."
1487320,1488160," - Yeah."
1488160,1489240," - So I apologize."
1489240,1490600," I'm pretty ignorant on this."
1490600,1492680," So I'm going to try to recap what I think we've said"
1492680,1495520," about the bass versus the Tempo."
1495520,1499960," Bass is built like as a layer two on top of Ethereum."
1499960,1501780," So it gets like a little bit of,"
1503200,1506180," a little bit of freedom from that."
1506180,1509700," Like it's kind of through like the redemption process"
1509700,1511440," you were talking about."
1511440,1515840," Whereas Tempo is not built, it's like its own layer one"
1515840,1518320," and it's run by, it sounds like a coalition"
1518320,1520880," or like people with an agreement with one another"
1520880,1522680," that are allowed to run the validators"
1522680,1525320," or whatever they call them in Tempo."
1525320,1528280," So does that mean that we are team bass"
1528280,1533400," because it's marginally more open and free?"
1533400,1534840," - I'm team Bitcoin."
1534840,1536800," What team are you on, man?"
1536800,1540400," - Well, the segment was bass versus Tempo."
1542040,1544560," - I mean like horses for courses, right?"
1544560,1545600," I don't know."
1545600,1546440," Yeah."
1546440,1548600," - I don't know what that means either."
1548600,1550360," - It's like pick the right tool for the job."
1550360,1551200," - Yeah."
1551200,1552040," - I don't know."
1552040,1553300," Like we actually don't think that we actually talked about"
1553300,1556200," like the big trade-offs with Tempo compared to bass yet."
1557160,1558880," - And I did want to ask a question."
1558880,1562320," - One trade-off, do you want to go first or?"
1562320,1563280," - All right."
1563280,1564560," Wait, yeah, real quick."
1564560,1566400," Can you do any asset on Tempo?"
1566400,1570760," Like USDT or USDC on Tempo versus like bass?"
1570760,1572800," You can definitely do both of those."
1572800,1575560," - You can, but it depends on what the issuer wants to do."
1575560,1577080," So if the issuer, Tether,"
1577080,1579680," or Circle chooses to issue on those chains, yes."
1579680,1581720," But if not, then no, right?"
1581720,1583760," And I think that's part of the complexity."
1583760,1584720," - Okay, all right."
1584720,1586400," Sorry, give after it, Tyler."
1587600,1590000," - I was going to say one interesting thing about bass"
1590000,1593200," is that, am I correct that all the transactions on bass"
1593200,1594040," are like public?"
1594040,1596760," There's like no privacy basically to transacting on bass?"
1596760,1598320," - You are correct."
1598320,1601240," They have some type of private off-chain ledger,"
1601240,1604240," but I don't think it works."
1604240,1607320," It's not as sophisticated as Tempo, yeah."
1607320,1609840," - Well, do either of these things exist yet"
1609840,1611840," or are they both like just said publicly like,"
1611840,1613960," oh yeah, we commit to figuring out some private way"
1613960,1615680," for people to transact on our chains."
1615680,1618800," Like that's like a intention that we're committing to,"
