start,end,text
110000,111480," obviously."
111480,111480,""
111480,111660," And"
111660,111780," so"
111780,112120," that's"
112120,112350," like"
112350,112530," one"
112530,112820," thing"
112820,112880," I"
112880,113170," think"
113170,113510," that's"
113510,113740," kind"
113740,114070," of"
114070,114150," where"
114150,114210," a"
114210,114380," lot"
114380,114490," of"
114490,114930," the"
114930,115220," liquidity"
115220,115340," is"
115340,115860," gone."
115860,116060," But"
116060,116330," then"
116330,116530," you"
116530,116800," also"
116800,117070," kind"
117070,117200," of"
117200,118180," simultaneously"
118180,118450," have"
118450,118700," this"
118700,119310," thing"
119310,119660," happening"
119660,120000," where"
120000,120620," obviously"
120620,121080," there's"
121080,121170," a"
121170,121450," lot"
121450,121640," of"
121640,122020," hype"
122020,122300," and"
122300,122970," there's"
122970,123350," kind"
123350,123670," of"
123670,123920," like"
123920,124010," a"
124010,124580," bubble"
124580,125060," going"
125060,125240," on"
125240,125630," with"
125630,125820," AI"
125820,126390," stocks"
126390,126690," and"
126690,126860," AI"
126860,127920," investment"
127920,128180," and"
128180,128440," all"
128440,128790," this"
128790,129520," stuff."
129520,129640," So"
129640,130000," that's"
130000,130240," like"
130240,130610," taking"
130610,130670," a"
130670,130850," lot"
130850,130970," of"
130970,131150," the"
131150,131570," world's"
131570,132240," attention,"
132240,132300," a"
132300,132450," lot"
132450,132600," of"
132600,132970," that"
132970,133090," like"
133090,133570," marginal"
133570,134200," dollar,"
134200,134530," that"
134530,134860," kind"
134860,135020," of"
135020,135720," thing."
135720,135720,""
135720,136050," That"
136050,136460," makes"
136460,137040," Bitcoin"
137040,137290," and"
137290,137790," crypto"
137790,138310," look"
138310,138450," kind"
138450,138600," of"
138600,138960," like"
138960,139210," not"
139210,139520," only"
139520,140180," boring,"
140180,140430," but"
140430,140930," people"
140930,141260," are"
141260,141600," like"
141600,141930," that"
141930,142170," was"
142170,142830," supposed"
142830,142990," to"
142990,143150," be"
143150,143390," the"
143390,143800," thing"
143800,144190," that"
144190,144370," you"
144370,145050," could"
145050,145690," potentially"
145690,146250," invest"
146250,146340," in"
146340,146560," if"
146560,146740," you"
146740,147140," were"
147140,147760," feeling"
147760,148210," like"
148210,149210," bullish,"
149210,149770," maybe"
149770,150220," like"
150220,150350," a"
150350,151200," little"
151200,151330," bit"
151330,151780," like"
151780,153400," risk-loving."
153400,153620," And"
153620,153840," now"
153840,154060," all"
154060,154350," that"
154350,155020," attention"
155020,155240," has"
155240,155530," gone"
155530,155990," from"
155990,156110," like"
156110,156390," mean"
156390,156850," stocks"
156850,157130," into"
157130,157500," these"
157500,157670," AI"
157670,158080," stocks"
158080,158360," and"
158360,158520," all"
158520,158920," this"
158920,159410," other"
159410,160200," stuff."
160200,160200,""
160200,160480," And"
160480,160660," so"
160660,161020," it's"
161020,161560," like,"
161560,161850," why"
161850,162320," would"
162320,162790," you"
162790,162880," buy"
162880,163640," Bitcoin"
163640,163710," if"
163710,164180," rates"
164180,164470," are"
164470,164930," going"
164930,165160," to"
165160,165480," stay"
165480,166220," elevated"
166220,166540," and"
166540,166800," AI"
166800,167210," stocks"
167210,167410," are"
167410,167680," just"
167680,168160," ripping"
168160,168640," because"
168640,169040," that's"
169040,169390," the"
169390,169440," new"
169440,170360," narrative."
170360,170500," So"
170500,170570," I"
170570,170910," think"
170910,171340," that's"
171340,171690," taken"
171690,171760," a"
171760,171970," lot"
171970,172110," of"
172110,172320," the"
172320,172600," wind"
172600,172820," out"
172820,172950," of"
172950,173160," the"
173160,173500," sales"
173500,173810," of"
173810,174140," Bitcoin"
174140,174410," from"
174410,174490," a"
174490,175000," market"
175000,178480," sense."
178480,178630," But"
178630,178780," you"
178780,179080," know,"
179080,179380," that's"
179380,179530," not"
179530,180090," necessarily"
180090,180290," what"
180290,180540," we're"
180540,180740," here"
180740,181120," for."
181120,181340," We're"
181340,181520," here"
181520,181650," for"
181650,181780," the"
181780,182120," tech."
182120,182320," Am"
182320,182420," I"
182420,183110," right,"
183110,184120," Jackson?"
184120,184550," Yeah,"
184550,185520," absolutely."
185520,185590," I"
185590,185720," do"
185720,186130," wonder"
186130,186260," on"
186260,186530," that"
186530,186800," note"
186800,187140," about"
187140,187480," being"
187480,187750," here"
187750,188110," for"
188110,188150," the"
188150,188720," tech."
188720,188720,""
188720,189020," I've"
189020,189320," been"
189320,189620," here"
189620,189850," for"
189850,190080," the"
190080,190380," tech"
190380,190610," for"
190610,190680," a"
190680,190980," long"
190980,191430," time,"
191430,191650," and"
191650,192170," that's"
192170,192340," why"
192340,192560," I'm"
192560,192990," still"
192990,193600," here."
193600,193800," But"
193800,194000," has"
194000,194550," anything"
194550,195030," changed"
195030,196060," fundamentally,"
196060,196190," do"
196190,196380," you"
196380,196970," think,"
196970,197120," with"
197120,197320," the"
197320,197940," narrative"
197940,198070," of"
198070,198640," Bitcoin"
198640,199480," and"
199480,199540," I"
199540,199860," guess"
199860,199990," to"
199990,200050," a"
200050,200430," lesser"
200430,200810," extent"
200810,201630," stablecoins,"
201630,201760," or"
201760,201940," is"
201940,202080," the"
202080,202520," utility"
202520,202930," still"
202930,203440," there?"
203440,203640," And"
203640,203970," we're"
203970,204230," just"
204230,204490," kind"
204490,204620," of"
204620,204880," like"
204880,205280," riding"
205280,205480," out"
205480,206030," another"
206030,206140," one"
206140,206270," of"
206270,206610," these"
206610,206890," like"
206890,207260," famous"
207260,207710," crypto"
207710,208320," liquidity"
208320,210200," waves."
210200,210330," I"
210330,211010," think"
211010,211560," most"
211560,212380," likely"
212380,212920," it's"
212920,213650," just"
213650,214020," kind"
214020,214290," of"
214290,214840," like"
214840,215750," riding"
215750,216070," out"
216070,217110," another"
217110,217920," one."
217920,217920,""
217920,218370," That's"
218370,218590," how"
218590,218660," I"
218660,219200," feel."
219200,219390," But"
219390,219650," also"
219650,219910," this"
219910,220100," one"
220100,220420," feels"
220420,220480," a"
220480,220870," little"
220870,221060," bit"
221060,221660," different"
221660,221790," to"
221790,222160," me."
222160,222250," I"
222250,222720," think"
222720,223000," the"
223000,223380," main"
223380,223850," thing"
223850,224040," to"
224040,224230," me"
224230,224420," is"
224420,224990," like,"
224990,225070," I"
225070,225610," feel"
225610,225840," like"
225840,226430," people"
226430,226800," kind"
226800,227120," of"
227120,227700," always"
227700,227930," like"
227930,228200," one"
228200,228400," of"
228400,228760," the"
228760,229050," cheap"
229050,229400," values"
229400,229510," or"
229510,230040," something"
230040,230270," like"
230270,230680," Bitcoin"
230680,230790," is"
230790,231020," like"
231020,231350," this"
231350,231540," store"
231540,231640," of"
231640,232200," value."
232200,232390," And"
232390,232640," it's"
232640,232900," kind"
232900,233030," of"
233030,233290," like"
233290,233550," this"
233550,233870," thing"
233870,234130," that"
234130,234450," stays"
234450,234970," valuable"
234970,235210," when"
235210,235650," like"
235650,235810," times"
235810,236000," are"
236000,236560," scary."
236560,236810," And"
236810,237400," there's"
237400,237740," like"
237740,237820," a"
237820,238070," lot"
238070,238240," of"
238240,239150," tumultuous"
239150,239500," stuff"
239500,240000," going"
240000,240100," on"
240100,240270," in"
240270,240520," the"
240520,241280," world."
241280,241280,""
241280,241680," And"
241680,242210," then"
242210,242470," AI"
242470,243930," potentially"
243930,244730," paints"
244730,245250," this"
245250,246240," totally"
246240,247370," different"
247370,248180," future"
248180,248420," in"
248420,248550," a"
248550,248940," way"
248940,249700," where"
249700,250130," it's"
250130,250740," like"
250740,250900," in"
250900,251150," the"
251150,251650," modern"
251650,252560," economies,"
252560,252720," we"
252720,253330," have"
253330,253460," these"
253460,253780," like"
253780,254190," debt"
254190,254790," problems"
254790,255200," where"
255200,255450," our"
255450,255780," debt"
255780,256030," was"
256030,256610," growing"
256610,257200," faster"
257200,257460," than"
257460,257650," our"
257650,257970," GDP,"
257970,258160," and"
258160,258480," we're"
258480,259000," spending"
259000,259260," more"
259260,259520," than"
259520,259790," GDP"
259790,260640," growth,"
260640,260820," therefore"
260820,261140," we're"
261140,261630," getting"
261630,261960," more"
261960,262000," and"
262000,262210," more"
262210,262420," debt"
262420,262630," over"
262630,263000," time."
263000,263190," And"
263190,263450," when"
263450,263710," that"
263710,263900," was"
263900,264160," like"
264160,264290," an"
264290,264810," equation"
264810,265070," that"
265070,265590," could"
265590,265710," never"
265710,266100," work,"
266100,266210," I"
266210,266490," think"
266490,266670," now"
266670,266800," we"
266800,267120," might"
267120,267430," have"
267430,267660," had"
267660,267660,""
267660,267990," this"
267990,268320," like"
268320,268740," magic"
268740,269160," thing"
269160,269660," happen"
269660,270120," where"
270120,270250," we"
270250,270570," have"
270570,271110," this"
271110,271330," crazy"
271330,272170," technology"
272170,272620," that"
272620,272920," could"
272920,273680," actually"
273680,274080," bend"
274080,274380," the"
274380,274680," GDP"
274680,275290," growth"
275290,276280," trajectory"
276280,276480," to"
276480,277050," where"
277050,277180," it"
277180,277580," kind"
277580,277780," of"
277780,278320," bails"
278320,278640," out"
278640,278880," all"
278880,279380," those"
279380,280840," governments."
280840,280990," And"
280990,281410," suddenly"
281410,281510," we"
281510,281760," don't"
281760,281970," have"
281970,282180," that"
282180,282440," thing"
282440,282700," where"
282700,282910," they"
282910,283120," have"
283120,283220," to"
283220,283430," run"
283430,283520," the"
283520,283770," money"
283770,284210," printers"
284210,284300," to"
284300,284520," pay"
284520,284730," off"
284730,284940," the"
284940,285220," debt"
285220,285720," because"
285720,285930," the"
285930,286430," economy"
286430,286570," is"
286570,287110," just"
287110,287350," ripping"
287350,287480," so"
287480,288040," hard."
288040,288260," And"
288260,288410," so"
288410,288710," then"
288710,289020," it's"
289020,289460," like,"
289460,289760," what"
289760,289910," is"
289910,290130," the"
290130,290430," role"
290430,290630," of"
290630,290650," a"
290650,291010," store"
291010,291490," value"
291490,291760," asset"
291760,291900," in"
291900,292200," that"
292200,292510," case"
292510,293000," where"
293000,293400," people"
293400,293890," aren't"
293890,294460," feeling"
294460,294700," the"
294700,295020," pain"
295020,295190," of"
295190,295990," inflation"
295990,296330," quite"
296330,296500," as"
296500,297040," bad?"
297040,297040,""
297040,297100," I"
297100,297430," think"
297430,297690," that"
297690,297950," kind"
297950,298080," of"
298080,298340," like"
298340,298660," takes"
298660,298730," a"
298730,299130," little"
299130,299330," bit"
299330,299460," of"
299460,299630," a"
299630,300100," narrative"
300100,300320," out"
300320,300490," of"
300490,300880," it."
300880,301120," And"
301120,301280," in"
301280,301980," general,"
301980,302290," it's"
302290,302600," kind"
302600,302760," of"
302760,303240," like,"
303240,303530," what"
303530,303690," is"
303690,303920," the"
303920,304320," role"
304320,304400," of"
304400,304480," a"
304480,304790," kind"
304790,304940," of"
304940,305260," like"
305260,305650," cover"
305650,305960," your"
305960,306320," ass"
306320,306900," asset"
306900,307130," in"
307130,307240," a"
307240,307820," world"
307820,308430," where"
308430,308980," there"
308980,309230," is"
309230,310480," potentially"
310480,310970," like"
310970,311400," this"
311400,311860," new"
311860,313010," abundance,"
313010,313470," huge"
313470,314500," economic"
314500,315800," growth,"
315800,316020," and"
316020,316310," like"
316310,316380," a"
316380,316600," lot"
316600,316740," of"
316740,317030," like"
317030,317620," optimism"
317620,317840," and"
317840,318150," just"
318150,318420," kind"
318420,318560," of"
318560,318840," like"
318840,319250," good"
319250,319840," feels."
319840,319950," And"
319950,320160," that's"
320160,320300," like"
320300,320330," a"
320330,320510," great"
320510,320840," world."
320840,320900," I"
320900,321230," think"
321230,321620," that's"
321620,321820," the"
321820,322150," world"
322150,322280," we"
322280,322480," all"
322480,322740," want"
322740,322870," to"
322870,323130," live"
323130,323520," in."
323520,323520,""
323520,323700," But"
323700,324000," maybe"
324000,324240," that"
324240,324540," isn't"
324540,324600," a"
324600,324900," world"
324900,325260," that's"
325260,325870," compatible"
325870,326110," with"
326110,326350," like"
326350,326790," Bitcoin"
326790,326970," as"
326970,327140," this"
327140,327380," kind"
327380,327500," of"
327500,327790," like"
327790,328160," hedge"
328160,328600," against"
328600,328790," all"
328790,329040," that"
329040,329350," crazy"
329350,329880," stuff."
329880,329950," I"
329950,330330," don't"
330330,330880," know."
330880,331020," So"
331020,331440," that's"
331440,331720," some"
331720,332080," stuff"
332080,332360," I've"
332360,332640," been"
332640,333470," thinking"
333470,333570," about"
333570,333970," lately"
333970,334320," is"
334320,334560," like,"
334560,334910," maybe"
334910,334990," a"
334990,335350," bunch"
335350,335530," of"
335530,335630," us"
335630,336020," were"
336020,336240," just"
336240,336620," super"
336620,336920," kind"
336920,337070," of"
337070,337910," pessimistic"
337910,338140," and"
338140,338830," cynical"
338830,339060," about"
339060,339430," where"
339430,339690," the"
339690,340050," world"
340050,340280," was"
340280,340740," headed"
340740,340880," in"
340880,341200," this"
341200,341880," economic"
341880,342880," way."
342880,343140," And"
343140,343660," like,"
343660,343910," I'm"
343910,344170," not"
344170,344690," saying"
344690,345040," this"
345040,345230," is"
345230,346070," guaranteed"
346070,346330," to"
346330,346930," happen,"
346930,347200," but"
347200,347540," it's"
347540,347890," like"
347890,348420," some"
348420,348670," thing"
348670,349110," that"
349110,349280," is"
349280,349280,""
349280,349390," in"
349390,349560," the"
349560,350210," possibility"
350210,350500," space"
350500,350780," now,"
350780,350950," and"
350950,351180," just"
351180,351870," thinking"
351870,351940," about"
351940,352160," that"
352160,352380," and"
352380,352810," thinking"
352810,353100," about"
353100,353330," what"
353330,353560," does"
353560,353920," that"
353920,354300," world"
354300,354600," look"
354600,354900," like"
354900,355200," kind"
355200,355350," of"
355350,355730," makes"
355730,355880," me"
355880,356510," question"
356510,356720," the"
356720,357010," role"
357010,357370," of"
357370,357700," Bitcoin"
357700,357760," a"
357760,358230," little"
358230,358760," bit."
358760,358940," But"
358940,359300," yeah,"
359300,359360," I"
359360,359660," don't"
359660,359960," think"
359960,360320," that's"
360320,360560," like"
360560,360680," my"
360680,360920," base"
360920,361160," case"
361160,361350," is"
361350,361520," just"
361520,361730," like"
361730,362200," a"
362200,362680," possibility."
362680,363680," Right."
363680,363760," So"
363760,364020," you're"
364020,364410," basically"
364410,364880," wondering,"
364880,365130," like,"
365130,365380," well,"
365380,365510," you"
365510,365760," know,"
365760,365980," where"
365980,366110," are"
366110,366270," we"
366270,366270," if"
366270,366350," we"
366350,366480," can"
366480,366960," actually"
366960,367290," like"
367290,367950," outbuild"
367950,368200," the"
368200,368800," debt?"
368800,369200," Like,"
369200,369470," what"
369470,369740," does"
369740,370010," that"
370010,370280," mean"
370280,370480," for"
370480,371200," Bitcoin?"
371200,372200," Yeah."
372200,372410," And"
372410,372690," just"
372690,373110," like,"
373110,373320," you"
373320,373740," know,"
373740,373880," if"
373880,374020," we"
374020,374300," have"
374300,374590," like"
374590,374790," the"
374790,375260," country"
375260,375430," of"
375430,375990," geniuses"
375990,376130," in"
376130,376200," a"
376200,376480," data"
376480,377160," center,"
377160,377720," whatever"
377720,377720,""
377720,377920," the"
377920,378450," unprofit"
378450,378850," people"
378850,379320," promise"
379320,379580," us,"
379580,379920," which"
379920,380190," kind"
380190,380320," of"
380320,380650," looks"
380650,380930," like"
380930,381260," we're"
381260,381660," headed"
381660,382000," there"
382000,382360," based"
382360,382560," on,"
382560,382780," you"
382780,383220," know,"
383220,383580," Fable"
383580,383800," and"
383800,384020," all"
384020,384390," these"
384390,384610," new"
384610,385150," models"
385150,385360," just"
385360,386130," completely"
386130,386480," being"
386480,387000," smarter"
387000,387300," than"
387300,387520," all"
387520,387670," of"
387670,388120," us."
388120,388420," Well,"
388420,388520," at"
388520,388780," least"
388780,389140," smarter"
389140,389340," than"
389340,389640," me."
389640,389690," I"
389690,389970," don't"
389970,390200," know"
390200,390490," about"
390490,390660," you"
390660,391000," guys,"
391000,391340," you're"
391340,391570," more"
391570,392230," gigabrand,"
392230,392780," definitely"
392780,393600," outpacing."
393600,393830," But"
393830,394290," yeah,"
394290,394360," I"
394360,394820," mean,"
394820,395120," it's"
395120,395430," like"
395430,395580," if"
395580,395810," you"
395810,396190," can"
396190,396730," produce,"
396730,397050," you"
397050,397420," know,"
397420,397870," goods"
397870,398030," and"
398030,398790," services,"
398790,399150," like"
399150,399480," super"
399480,400320," cheap,"
400320,400740," because"
400740,400860," in"
400860,401220," 10"
401220,401520," years"
401520,401640," we"
401640,401880," have"
401880,402120," like"
402120,402420," robot"
402420,402780," armies"
402780,402910," of"
402910,403310," workers"
403310,403560," that"
403560,403770," are"
403770,403980," just"
403980,404590," producing"
404590,405160," everything"
405160,405160,""
405160,405770," we"
405770,407920," need."
407920,407970," I"
407970,408220," don't"
408220,408530," know,"
408530,408740," like"
408740,409000," maybe"
409000,409300," you're"
409300,409450," not"
409450,409870," thinking"
409870,410020," too"
410020,410240," hard"
410240,410510," about"
410510,410980," preserving"
410980,411370," your"
411370,411600," wealth"
411600,412200," because"
412200,412290," of"
412290,412650," material"
412650,413200," abundance."
413200,413430," Maybe"
413430,413700," that's"
413700,413740," a"
413740,414020," little"
414020,414600," reductive."
414600,414670," I"
414670,415170," haven't"
415170,415680," thought"
415680,415820," it"
415820,416330," through"
416330,416650," that"
416650,417480," detailed."
417480,417640," I"
417640,418480," do."
418480,418520," I"
418520,418810," wonder"
418810,418900," if"
418900,419090," that"
419090,419430," creates"
419430,419620," like"
419620,419660," a"
419660,420050," stronger"
420050,420490," incentive"
420490,420630," for"
420630,420770," the"
420770,421070," like"
421070,421150," self"
421150,421570," sovereign"
421570,421930," money"
421930,422360," narrative"
422360,422850," though,"
422850,423360," right?"
423360,423640," Like,"
423640,423780," you"
423780,424060," know,"
424060,424150," in"
424150,424340," this"
424340,424530," sort"
424530,424620," of"
424620,424810," like"
424810,425050," world"
425050,425290," where"
425290,425950," everything's"
425950,426330," churning,"
426330,426470," you"
426470,426810," know,"
426810,427160," there"
427160,427280," are"
427280,427450," like"
427450,427490," a"
427490,427610," lot"
427610,427690," of"
427690,428070," different"
428070,428500," currencies"
428500,428880," competing"
428880,429000," and"
429000,429040," a"
429040,429160," lot"
429160,429240," of"
429240,429750," different"
429750,429870," things"
429870,430220," competing"
430220,430480," for"
430480,430780," your"
430780,431460," attention"
431460,431690," and"
431690,431920," and"
431920,432150," for"
432150,432450," your"
432450,433240," capital."
433240,433240,""
433240,434230," Yeah,"
434230,434390," I"
434390,435240," do."
435240,435290," I"
435290,435360," do"
435360,435620," wonder"
435620,435700," if"
435700,435990," there's"
435990,436160," like"
436160,436200," a"
436200,436590," potential"
436590,436670," of"
436670,436840," that"
436840,437010," self"
437010,437400," sovereign"
437400,437830," money"
437830,438080," narrative,"
438080,438300," but"
438300,438600," that's"
438600,438690," a"
438690,439260," half,"
439260,439640," half"
439640,440120," baked"
440120,440790," thought"
440790,440980," on"
440980,441190," my"
441190,441730," part,"
441730,442050," I"
442050,442640," think."
442640,443040," Yeah,"
443040,443100," I"
443100,443500," mean,"
443500,443560," I"
443560,444230," definitely"
444230,444500," love"
444500,444770," that"
444770,445240," thought"
445240,445500," more"
445500,445780," than"
445780,446090," like"
446090,446250," the"
446250,446780," currency"
446780,446920," of"
446920,447120," the"
447120,447600," future"
447600,448010," being"
448010,448330," like"
448330,448650," your"
448650,449380," anthropic"
449380,449650," API"
449650,450350," credits,"
450350,451250," basically,"
451250,451410," or"
451410,452240," whatever,"
452240,452560," like"
452560,453140," that's"
453140,453260," the"
453260,453650," new,"
453650,453980," like"
453980,454360," the"
454360,454950," active"
454950,455740," currency"
455740,456040," for"
456040,456340," the"
456340,457160," world."
457160,457360," You"
457360,457760," know,"
457760,457820," I"
457820,458160," still"
458160,458430," like"
458430,458630," the"
458630,458900," idea"
458900,459100," and"
459100,459370," like"
459370,459750," it"
459750,459980," appeals"
459980,460090," to"
460090,460370," me,"
460370,460650," it's"
460650,461040," always"
461040,461430," going"
461430,461510," to"
461510,462080," appeal"
462080,462080,""
462080,462230," to"
462230,462380," me"
462380,462680," this"
462680,462980," idea"
462980,463130," of"
463130,463660," Bitcoin"
463660,463810," is"
463810,464110," this"
464110,464410," kind"
464410,464670," of"
464670,464860," like"
464860,465530," neutral"
465530,465920," freedom"
465920,466350," money"
466350,466600," that"
466600,466750," is"
466750,467050," kind"
467050,467320," of"
467320,467640," like"
467640,467880," for"
467880,468120," the"
468120,468920," internet,"
468920,469080," by"
469080,469330," the"
469330,469960," internet"
469960,470200," for"
470200,470760," the"
470760,470920," people"
470920,471080," by"
471080,471320," the"
471320,471800," people"
471800,472040," not"
472040,472860," controlled"
472860,473080," by"
473080,473510," any"
473510,474220," group"
474220,474500," of"
474500,475920," specific,"
475920,476530," like"
476530,477510," small,"
477510,478620," powerful"
478620,479960," people."
479960,480270," That"
480270,480580," idea"
480580,480730," is"
480730,481190," always"
481190,481580," going"
481580,481730," to"
481730,482190," appeal"
482190,482340," to"
482340,482640," me,"
482640,482820," but"
482820,483260," maybe"
483260,483560," I've"
483560,484010," become"
484010,484090," a"
484090,484600," little"
484600,484920," bit"
484920,485090," more"
485090,485520," like"
485520,486060," bearish"
486060,486210," or"
486210,486750," cynical"
486750,487130," about"
487130,487440," like"
487440,487670," the"
487670,488130," extent"
488130,488280," to"
488280,488800," which"
488800,489190," there's"
489190,489650," enough"
489650,490170," people"
490170,490260," in"
490260,490490," the"
490490,491030," world"
491030,491080," that"
491080,491080,""
491080,491740," actually"
491740,492070," care"
492070,492480," about"
492480,492890," those"
492890,493380," ideals"
493380,493670," to"
493670,493870," like"
493870,494270," scale"
494270,494520," it"
494520,494600," to"
494600,495010," where"
495010,495170," it"
495170,495830," actually"
495830,496400," becomes"
496400,497200," something"
497200,497590," that"
497590,497980," is,"
497980,498270," you"
498270,498850," know,"
498850,499240," like"
499240,499550," the"
499550,500210," default"
500210,500650," or"
500650,500810," like"
500810,501100," the"
501100,501470," new"
501470,502180," standard"
502180,502380," or"
502380,502770," it's"
502770,503160," like"
503160,504580," inevitable."
504580,505090," Like"
505090,505210," I"
505210,505980," really"
505980,506230," do"
506230,507280," question"
507280,507680," how"
507680,508090," many"
508090,508550," like"
508550,509010," if,"
509010,509240," if"
509240,509590," the"
509590,510280," number"
510280,510510," go"
510510,510730," up"
510730,511320," thing"
511320,511810," kind"
511810,512010," of"
512010,512760," like"
512760,513000," goes"
513000,513620," away"
513620,513930," or"
513930,514650," gets"
514650,516450," weakened,"
516450,516760," then"
516760,516960," all"
516960,517160," you"
517160,517430," have"
517430,517680," left"
517680,517960," is"
517960,518010," the"
518010,518270," true"
518270,518870," believers"
518870,519070," and"
519070,519130," I"
519130,519390," just"
519390,519720," don't"
519720,520120," think"
520120,520120,""
520120,520610," there's"
520610,521030," enough"
521030,521170," of"
521170,521520," those"
521520,521940," people"
521940,522150," who"
522150,522710," think"
522710,522780," that"
522780,522980," way"
522980,523400," about"
